Link,Route,Bus Name,Bus Type,Departing Time,Reaching Time,Duration,Star Rating,Price,Seats Availability
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3562,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:00,20:35,06h 35m,"2.7
8",INR 436,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3571,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),14:00,20:04,06h 04m,"4.1
98",INR 720,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3825,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,"2.8
4",INR 469,28 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3583,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),14:30,20:30,06h 00m,"3.8
112",INR 720,23 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3549,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:30,21:00,06h 30m,"4.6
12",INR 436,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3886,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),15:00,20:00,05h 00m,"3.8
71",INR 670,29 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3525,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:00,23:00,08h 00m,"3.7
10",INR 469,29 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35061,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:15,23:15,08h 00m,4.0,INR 480,21 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 99611,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:20,19:50,04h 30m,4.0,INR 436,28 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3573,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),15:30,21:25,05h 55m,"4.0
112",INR 720,29 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4052,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,22:00,06h 30m,"3.8
13",INR 436,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35271,INDRA(A.C. Seater),16:00,21:50,05h 50m,"3.3
81",INR 567,34 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3585,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),16:30,22:25,05h 55m,"4.4
103",INR 720,41 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35133,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:00,22:50,05h 50m,"3.4
78",INR 720,40 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35135,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),17:45,23:37,05h 52m,"4.3
84",INR 720,43 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35085,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),18:30,00:30,06h 00m,"3.8
69",INR 720,47 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3613,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:00,02:42,07h 42m,"3.1
23",INR 469,30 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 23507,INDRA(A.C. Seater),19:00,23:00,04h 00m,"2.4
14",INR 528,11 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 9316,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:20,04:10,07h 50m,"4.1
60",INR 469,18 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35189,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),20:30,01:05,04h 35m,"3.9
37",INR 670,24 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4046,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,03:40,06h 40m,"4.2
53",INR 480,14 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 9651,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:00,04:41,07h 41m,"4.8
14",INR 469,17 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 9654,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:40,05:20,07h 40m,"2.6
19",INR 469,19 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 40568,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:42,06:00,08h 18m,"4.7
51",INR 469,18 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35179,VENNELA (A.C. SLEEPER),21:45,02:20,04h 35m,"4.7
24",INR 781,14 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3916,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:45,02:50,05h 05m,"4.1
73",INR 469,19 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 38201,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",21:52,04:00,06h 08m,4.0,INR 469,13 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4320,INDRA(A.C. Seater),22:00,04:25,06h 25m,"3.0
27",INR 567,29 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4048,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:20,06h 20m,"4.5
40",INR 469,12 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3908,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:00,04:25,06h 25m,"3.8
88",INR 469,23 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35155,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:00,03:42,05h 42m,"4.2
79",INR 720,36 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4792,INDRA(A.C. Seater),22:05,05:10,07h 05m,"3.3
38",INR 567,25 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3970,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:05,05:20,07h 15m,"4.0
22",INR 469,5 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35118,INDRA(A.C. Seater),22:05,04:50,06h 45m,"4.0
90",INR 567,24 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3575,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:15,04:40,06h 25m,"4.1
87",INR 720,23 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35265,VENNELA (A.C. SLEEPER),22:15,02:50,04h 35m,"3.8
21",INR 781,20 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 9934,STAR LINER(NON-AC SLEEPER 2+1),22:15,05:30,07h 15m,"3.7
16",INR 607,16 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3635,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:20,04:55,06h 35m,"4.1
69",INR 469,18 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3943,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,05:25,07h 00m,"4.1
27",INR 469,5 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 35063,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:25,06:10,07h 45m,"4.7
8",INR 469,13 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3696,STAR LINER(NON-AC SLEEPER 2+1),22:30,04:25,05h 55m,"4.3
58",INR 607,8 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3910,INDRA(A.C. Seater),22:30,03:05,04h 35m,"3.6
64",INR 567,37 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3633,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),22:30,04:10,05h 40m,"4.2
163",INR 720,30 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 95660,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:40,05:15,06h 35m,"2.2
4",INR 446,13 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4350,STAR LINER(NON-AC SLEEPER 2+1),22:45,04:16,05h 31m,"4.2
48",INR 607,18 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3838,VENNELA (A.C. SLEEPER),22:45,04:20,05h 35m,"2.9
8",INR 839,20 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3609,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:46,06:40,07h 54m,"4.3
38",INR 469,17 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 95584,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:50,05:45,06h 55m,4.0,INR 488,12 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3961,INDRA(A.C. Seater),22:55,05:25,06h 30m,"3.6
38",INR 567,11 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3692,NIGHT RIDER (SEATER CUM SLEEPER),22:55,05:35,06h 40m,"4.1
63",INR 639,11 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3694,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",22:55,06:15,07h 20m,"4.4
15",INR 469,7 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3968,INDRA(A.C. Seater),22:55,05:05,06h 10m,"2.6
9",INR 567,10 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3888,VENNELA (A.C. SLEEPER),23:00,03:35,04h 35m,"4.3
55",INR 781,15 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3569,INDRA(A.C. Seater),23:00,03:46,04h 46m,"4.3
70",INR 567,28 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3900,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,04:20,05h 20m,"4.4
153",INR 469,4 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4893,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:20,06h 20m,"3.5
13",INR 469,11 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3533,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:00,05:25,06h 25m,"3.8
65",INR 436,20 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4790,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:05,05:20,06h 15m,"4.4
40",INR 720,23 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3278,VENNELA (A.C. SLEEPER),23:05,04:25,05h 20m,"3.7
112",INR 839,5 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4352,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:30,06h 15m,4.0,INR 469,8 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 2785,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:07,05h 52m,"3.7
8",INR 469,6 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3976,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:15,05:50,06h 35m,"2.2
5",INR 469,1 Seat available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 95696,"ULTRA DELUXE (NON-AC, 2+2 PUSH BACK)",23:15,05:55,06h 40m,"2.2
5",INR 467,23 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3690,INDRA(A.C. Seater),23:16,06:00,06h 44m,"3.4
25",INR 567,14 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3951,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:25,06:10,06h 45m,"4.3
28",INR 469,5 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3545,DOLPHIN CRUISE (VOLVO / SCANIA A.C Multi Axle),23:30,05:35,06h 05m,"4.5
149",INR 720,40 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4354,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,05:44,06h 14m,"3.9
15",INR 469,9 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4995,INDRA(A.C. Seater),23:30,05:40,06h 10m,"4.5
7",INR 567,8 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 23702,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:30,04:30,05h 00m,4.0,INR 436,27 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4178,AMARAVATHI (VOLVO / SCANIA A.C Multi Axle),23:40,05:35,05h 55m,"4.6
74",INR 720,37 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4814,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",23:40,05:10,05h 30m,"4.9
15",INR 469,6 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 4369,INDRA(A.C. Seater),23:45,05:44,05h 59m,"3.1
24",INR 567,8 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3057,VENNELA (A.C. SLEEPER),23:45,04:45,05h 00m,"4.2
5",INR 781,21 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,APSRTC - 3535,VENNELA (A.C. SLEEPER),23:50,05:25,05h 35m,"4.0
43",INR 839,14 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",12:20,18:30,06h 10m,"2.1
11",INR 396,29 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1468,RAJDHANI (A.C. Semi Sleeper),12:40,17:10,04h 30m,"2.2
35",INR 480,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 9945,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:00,19:10,06h 10m,"2.7
18",INR 396,26 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1547,RAJDHANI (A.C. Semi Sleeper),13:00,19:10,06h 10m,"1.7
53",INR 480,24 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 18762,eGARUDA,13:30,19:50,06h 20m,"2.8
65",INR 533,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",13:40,18:30,04h 50m,"3.3
12",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1600,RAJDHANI (A.C. Semi Sleeper),14:00,19:40,05h 40m,"2.4
67",INR 480,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1432,RAJDHANI (A.C. Semi Sleeper),14:20,19:15,04h 55m,"2.1
42",INR 480,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",14:20,20:30,06h 10m,"3.5
14",INR 396,22 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1402,RAJDHANI (A.C. Semi Sleeper),14:40,19:30,04h 50m,"2.1
40",INR 480,37 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 30162,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),15:00,21:00,06h 00m,"3.7
88",INR 533,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:10,21:20,06h 10m,"4.1
22",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1426,Rajdhani (AC Semi Sleeper 2+2),15:20,20:10,04h 50m,"1.5
29",INR 480,36 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:30,21:40,06h 10m,"4.4
13",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1102,RAJDHANI (A.C. Semi Sleeper),15:40,21:40,06h 00m,"2.8
52",INR 480,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40531,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",15:50,20:50,05h 00m,"4.7
14",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 12962,eGARUDA,16:00,22:10,06h 10m,"3.7
69",INR 533,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40762,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:10,22:20,06h 10m,"3.1
24",INR 396,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40510,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:30,22:40,06h 10m,"2.3
13",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1344,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),16:40,22:35,05h 55m,"3.3
45",INR 533,39 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40130,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",16:50,21:40,04h 50m,"3.3
17",INR 396,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 12162,eGARUDA,17:00,23:10,06h 10m,"3.5
118",INR 533,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40731,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:10,21:50,04h 40m,"4.2
17",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 30562,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),17:20,23:00,05h 40m,"3.7
75",INR 533,41 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 97666,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:30,23:40,06h 10m,3.3,INR 440,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 4080,RAJDHANI (A.C. Semi Sleeper),17:40,23:20,05h 40m,"2.3
39",INR 533,37 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40962,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",17:50,22:40,04h 50m,"3.7
16",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1412,RAJDHANI (A.C. Semi Sleeper),18:00,23:40,05h 40m,"3.4
49",INR 480,36 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 7663,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:05,23:35,05h 30m,"4.2
7",INR 396,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40931,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:10,23:00,04h 50m,"2.3
12",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 30762,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),18:20,22:50,04h 30m,"3.5
80",INR 533,41 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 7772,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:45,06h 15m,3.3,INR 352,31 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 40910,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:30,00:35,06h 05m,"3.3
11",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41162,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",18:50,01:00,06h 10m,"4.7
10",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1592,RAJADHANI AC (CONVERTED METRO LUXURY),19:00,00:35,05h 35m,"1.7
24",INR 480,36 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41131,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:10,00:40,05h 30m,"3.6
12",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 30110,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:20,01:00,05h 40m,"3.8
51",INR 533,41 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 30962,RAJDHANI (A.C. Semi Sleeper),19:30,02:00,06h 30m,"2.5
29",INR 480,37 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41110,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:30,01:40,06h 10m,"3.5
9",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1448,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),19:40,01:20,05h 40m,"3.7
19",INR 533,40 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41362,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",19:50,02:00,06h 10m,"3.9
13",INR 396,30 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1637,GARUDA PLUS (VOLVO / BENZ A.C Multi Axle),20:00,01:40,05h 40m,"3.8
26",INR 533,41 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41331,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:10,00:55,04h 45m,"3.7
12",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 41310,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:30,02:30,06h 00m,"4.1
24",INR 396,33 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 1450,RAJADHANI AC (CONVERTED METRO LUXURY),20:40,02:15,05h 35m,"2.7
42",INR 480,35 Seats available
https://www.redbus.in/bus-tickets/vijayawada-to-hyderabad,Vijayawada to Hyderabad,TSRTC - 7770,"SUPER LUXURY (NON-AC, 2 + 2 PUSH BACK)",20:45,02:15,05h 30m,3.3,INR 352,27 Seats available
